code,name,close,ma5,pct_above
001201,东瑞股份,11.44,11.21,2.05
002679,福建金森,8.28,8.11,2.05
002783,凯龙股份,7.47,7.32,2.05
600168,武汉控股,4.19,4.11,2.05
600483,福能股份,10.53,10.32,2.05
601018,宁波港,3.28,3.21,2.05
000726,鲁泰A,5.7,5.59,2.04
000912,泸天化,3.4,3.33,2.04
002151,北斗星通,32.45,31.8,2.04
600906,财达证券,7.79,7.63,2.04
603990,麦迪科技,21.69,21.26,2.04
002712,思美传媒,4.32,4.23,2.03
002757,南兴股份,18.6,18.23,2.03
002855,捷荣技术,9.67,9.48,2.03
601218,吉鑫科技,4.42,4.33,2.03
603100,川仪股份,18.31,17.95,2.03
603123,翠微股份,8.24,8.08,2.03
603699,纽威股份,50.97,49.95,2.03
002197,证通电子,5.97,5.85,2.02
600015,华夏银行,6.66,6.53,2.02
601279,英利汽车,3.13,3.07,2.02
603528,多伦科技,6.07,5.95,2.02
605388,均瑶健康,5.06,4.96,2.02
000017,深中华A,6.09,5.97,2.01
002646,天佑德酒,6.61,6.48,2.01
002802,洪汇新材,10.94,10.72,2.01
603619,中曼石油,19.16,18.78,2.01
000605,渤海股份,5.6,5.49,2
000701,厦门信达,4.6,4.51,2
002398,垒知集团,3.88,3.8,2
600012,皖通高速,16.31,15.99,2
600425,青松建化,3.36,3.29,2
600971,恒源煤电,7.25,7.11,2
000552,甘肃能化,2.36,2.31,1.99
000953,中哲精化,5.44,5.33,1.99
002166,莱茵生物,6.56,6.43,1.99
002282,博深股份,5.84,5.73,1.99
600539,狮头股份,16.83,16.5,1.99
002588,史丹利,8.35,8.19,1.98
002647,仁东控股,10.93,10.72,1.98
600511,国药股份,26.94,26.42,1.98
603113,金能科技,4.32,4.24,1.98
603363,傲农生物,2.88,2.82,1.98
002236,大华股份,16.8,16.48,1.97
002271,东方雨虹,12.3,12.06,1.97
600749,西藏旅游,14.07,13.8,1.97
600790,轻纺城,3.42,3.35,1.97
603210,泰鸿万立,14.01,13.74,1.97
603801,志邦家居,5.69,5.58,1.97
603997,继峰股份,12.31,12.07,1.97
000708,中信特钢,13.12,12.87,1.96
002052,同洲电子,8.34,8.18,1.96
002330,得利斯,3.65,3.58,1.96
002908,德生科技,6.65,6.52,1.96
600576,祥源文旅,6.25,6.13,1.96
601136,首创证券,14.68,14.4,1.96
000039,中集集团,8.26,8.1,1.95
000876,新希望,6.78,6.65,1.95
002003,伟星股份,8.78,8.61,1.95
002204,大连重工,5.44,5.34,1.95
002246,北化股份,19.05,18.69,1.95
002382,蓝帆医疗,5.34,5.24,1.95
002666,德联集团,4.07,3.99,1.95
600587,新华医疗,12.42,12.18,1.95
600848,上海临港,7.75,7.6,1.95
603536,惠发食品,8.17,8.01,1.95
600023,浙能电力,5.47,5.37,1.94
600159,大龙地产,2.31,2.27,1.94
600353,旭光电子,44.53,43.68,1.94
600674,川投能源,14.58,14.3,1.94
603127,昭衍新药,40.56,39.79,1.94
002320,海峡股份,6.55,6.43,1.93
000995,皇台酒业,9.99,9.8,1.92
002035,华帝股份,4.68,4.59,1.92
002332,仙琚制药,8.38,8.22,1.92
600830,香溢融通,8.18,8.03,1.92
605188,国光连锁,12.09,11.86,1.92
000025,特力A,13.9,13.64,1.91
002374,中锐股份,3.42,3.36,1.91
002451,摩恩电气,7.25,7.11,1.91
600197,伊力特,10.02,9.83,1.91
600241,时代万恒,6.74,6.61,1.91
600717,天津港,4.06,3.98,1.91
600807,济高发展,2.45,2.4,1.91
603381,永臻股份,15.77,15.47,1.91
603406,天富龙,26.82,26.32,1.91
605378,野马电池,14.29,14.02,1.91
002404,嘉欣丝绸,5.89,5.78,1.9
003023,彩虹集团,20.2,19.82,1.9
600528,中铁工业,6.86,6.73,1.9
600622,光大嘉宝,2.04,2,1.9
600626,申达股份,3.32,3.26,1.9
600917,重庆燃气,4.73,4.64,1.9
601200,上海环境,6.87,6.74,1.9
002339,积成电子,7.11,6.98,1.89
002513,蓝丰生化,4.96,4.87,1.89
003005,竞业达,13.61,13.36,1.89
003017,大洋生物,23.61,23.17,1.89
600138,中青旅,6.79,6.66,1.89
600620,天宸股份,4.1,4.02,1.89
000880,潍柴重机,23.17,22.74,1.88
002642,荣联科技,6.3,6.18,1.88
600390,五矿资本,4.78,4.69,1.88
600664,哈药股份,3.14,3.08,1.88
601061,中信金属,11.27,11.06,1.88
603176,汇通集团,4.44,4.36,1.88
603919,金徽酒,15.95,15.66,1.88
605066,天正电气,6.95,6.82,1.88
002059,云南旅游,4.36,4.28,1.87
002672,东江环保,3.48,3.42,1.87
002827,高争民爆,24.73,24.28,1.87
600033,福建高速,3.38,3.32,1.87
600692,亚通股份,5.66,5.56,1.87
603207,小方制药,23.59,23.16,1.87
002591,恒大高新,6.35,6.23,1.86
600729,重百集团,19.49,19.13,1.86
603628,清源股份,9.63,9.45,1.86
000923,河钢资源,12.89,12.66,1.85
001914,招商积余,8.49,8.34,1.85
002825,纳尔股份,8.39,8.24,1.85
601858,中国科传,17.81,17.49,1.85
605020,永和股份,44.71,43.9,1.85
001328,登康口腔,27.19,26.7,1.84
002537,海联金汇,5.53,5.43,1.84
600271,航天信息,6.76,6.64,1.84
600938,中国海油,27.69,27.19,1.84
600981,苏豪汇鸿,2.32,2.28,1.84
601949,中国出版,4.86,4.77,1.84
603879,永悦科技,4.65,4.57,1.84
605577,龙版传媒,9.19,9.02,1.84
000930,中粮科技,4.46,4.38,1.83
001391,国货航,4.23,4.15,1.83
600101,明星电力,8.23,8.08,1.83
601158,重庆水务,4.01,3.94,1.83
601226,华电科工,6.56,6.44,1.83
605180,华生科技,12.35,12.13,1.83
600828,茂业商业,3.7,3.63,1.82
600894,广日股份,7.94,7.8,1.82
601083,锦江航运,10.31,10.13,1.82
601238,广汽集团,5.25,5.16,1.82
603069,海汽集团,13.01,12.78,1.82
002092,中泰化学,4.05,3.98,1.81
002886,沃特股份,27.97,27.47,1.81
600278,东方创业,6.18,6.07,1.81
601388,怡球资源,2.92,2.87,1.81
603103,横店影视,14.97,14.7,1.81
000987,越秀资本,8.13,7.99,1.8
600359,新农开发,5.65,5.55,1.8
603488,展鹏科技,10.3,10.12,1.8
000721,西安饮食,5.68,5.58,1.79
002124,天邦食品,2.27,2.23,1.79
002605,姚记科技,18.95,18.62,1.79
002833,弘亚数控,19.02,18.69,1.79
003000,劲仔食品,10.24,10.06,1.79
000929,兰州黄河,9.05,8.89,1.78
002069,獐子岛,3.08,3.03,1.78
002108,沧州明珠,4.23,4.16,1.78
002230,科大讯飞,41.51,40.78,1.78
002500,山西证券,5.38,5.29,1.78
600153,建发股份,8.22,8.08,1.78
601022,宁波远洋,7.91,7.77,1.78
600127,金健米业,5.39,5.3,1.77
600177,雅戈尔,7.83,7.69,1.77
601088,中国神华,40.7,39.99,1.77
601098,中南传媒,10.22,10.04,1.77
002562,兄弟科技,4.51,4.43,1.76
002583,海能达,8,7.86,1.76
002839,张家港行,4.05,3.98,1.76
600056,中国医药,9.12,8.96,1.76
600649,城投控股,3.58,3.52,1.76
600955,维远股份,15.81,15.54,1.76
000019,深粮控股,5.92,5.82,1.75
000423,东阿阿胶,47.09,46.28,1.75
000965,天保基建,3.03,2.98,1.75
001373,翔腾新材,30.7,30.17,1.75
002034,旺能环境,15.5,15.23,1.75
002116,中国海诚,6.98,6.86,1.75
600025,华能水电,9.19,9.03,1.75
600572,康恩贝,4.08,4.01,1.75
601838,成都银行,18.39,18.07,1.75
002021,中捷资源,2.58,2.54,1.74
002223,鱼跃医疗,26.6,26.14,1.74
002445,中南文化,2.92,2.87,1.74
002519,银河电子,5.95,5.85,1.74
002531,天顺风能,8.52,8.37,1.74
002701,奥瑞金,4.45,4.37,1.74
600114,东睦股份,37.73,37.08,1.74
600597,光明乳业,6.33,6.22,1.74
601339,百隆东方,7.24,7.12,1.74
603166,福达股份,14.24,14,1.74
002958,青农商行,2.83,2.78,1.73
603992,松霖科技,32.77,32.21,1.73
002401,中远海科,11.92,11.72,1.72
603091,众鑫股份,50.85,49.99,1.72
002037,保利联合,6.41,6.3,1.71
002099,海翔药业,5.47,5.38,1.71
600959,江苏有线,2.98,2.93,1.71
002544,普天科技,18.38,18.07,1.7
002709,天赐材料,54.04,53.14,1.7
600639,浦东金桥,9.43,9.27,1.7
601121,宝地矿业,5.85,5.75,1.7
000692,惠天热电,4.1,4.03,1.69
002302,西部建设,4.45,4.38,1.69
002560,通达股份,7.58,7.45,1.69
002912,中新赛克,18.9,18.59,1.69
600229,城市传媒,4.8,4.72,1.69
600796,钱江生化,4.8,4.72,1.69
000913,钱江摩托,10.59,10.42,1.67
002033,丽江股份,8.51,8.37,1.67
002094,青岛金王,4.51,4.44,1.67
002352,顺丰控股,32.47,31.94,1.67
600422,昆药集团,8.27,8.13,1.67
601113,华鼎股份,3.4,3.34,1.67
000882,华联股份,1.35,1.33,1.66
002556,辉隆股份,4.65,4.57,1.66
002951,金时科技,13.71,13.49,1.66
601857,中国石油,8.97,8.82,1.65
603816,顾家家居,23.23,22.86,1.64
605177,东亚药业,17.86,17.57,1.64
002084,海鸥住工,3.62,3.56,1.63
002192,融捷股份,91.59,90.12,1.63
002390,信邦制药,2.74,2.7,1.63
600683,京投发展,11.58,11.39,1.63
600787,中储股份,4.36,4.29,1.63
000532,华金资本,11.07,10.89,1.62
600760,中航沈飞,41.63,40.97,1.62
601336,新华保险,63.52,62.51,1.62
603569,长久物流,5.53,5.44,1.62
600763,通策医疗,35.68,35.11,1.61
600970,中材国际,7.31,7.19,1.61
601800,中国交建,5.93,5.84,1.61
002370,亚太药业,5.72,5.63,1.6
601968,宝钢包装,4.06,4,1.6
000683,博源化工,6.02,5.93,1.59
000852,石化机械,5.1,5.02,1.59
600036,招商银行,36.83,36.25,1.59
600740,山西焦化,3.32,3.27,1.59
603016,新宏泰,34.46,33.92,1.59
002807,江阴银行,3.85,3.79,1.58
600196,复星医药,23.29,22.93,1.58
000617,中油资本,6.85,6.74,1.57
000665,湖北广电,3.75,3.69,1.57
000931,中关村,4.26,4.19,1.57
002163,海南发展,8.67,8.54,1.57
601789,宁波建工,4.13,4.07,1.57
603075,热威股份,22.71,22.36,1.57
603601,再升科技,12.3,12.11,1.57
000068,华控赛格,2.99,2.94,1.56
000550,江铃汽车,16.62,16.36,1.56
000707,双环科技,4.42,4.35,1.56
000905,厦门港务,8.09,7.97,1.56
002707,众信旅游,4.95,4.87,1.56
600017,日照港,2.6,2.56,1.56
600178,东安动力,10.02,9.87,1.56
603170,宝立食品,11.82,11.64,1.56
000927,中国铁物,2.36,2.32,1.55
002893,京能热力,9.58,9.43,1.55
600668,尖峰集团,7.58,7.46,1.55
601599,浙文影业,2.88,2.84,1.55
603201,常润股份,14.18,13.96,1.55
603402,陕西旅游,61.35,60.41,1.55
603602,纵横通信,11.3,11.13,1.55
002627,三峡旅游,5.92,5.83,1.54
600284,浦东建设,5.02,4.94,1.54
600418,江淮汽车,26.19,25.79,1.54
000737,北方铜业,13.55,13.35,1.53
002062,宏润建设,7.56,7.45,1.53
002961,瑞达期货,20.29,19.98,1.53
600008,首创环保,2.79,2.75,1.53
600399,抚顺特钢,4.24,4.18,1.53
603858,步长制药,15.3,15.07,1.53
605369,拱东医疗,18.6,18.32,1.53
002357,富临运业,9.11,8.97,1.52
603918,金桥信息,9.76,9.61,1.52
002093,国脉科技,6.46,6.36,1.51
601188,龙江交通,2.83,2.79,1.51
600125,铁龙物流,5.27,5.19,1.5
600319,亚星化学,6.48,6.38,1.5
600756,浪潮软件,12.58,12.39,1.5
600864,哈投股份,5.4,5.32,1.5
601668,中国建筑,4.48,4.41,1.5
603883,老百姓,11.47,11.3,1.5
000409,云鼎科技,8.45,8.33,1.49
000679,大连友谊,6.25,6.16,1.49
002777,久远银海,12.36,12.18,1.49
002929,润建股份,68.99,67.98,1.49
600583,海油工程,5.16,5.08,1.49
600838,上海九百,7.37,7.26,1.49
603712,七一二,12.97,12.78,1.49
603719,良品铺子,9.01,8.88,1.49
002481,双塔食品,3.97,3.91,1.48
002603,以岭药业,15.62,15.39,1.48
002918,蒙娜丽莎,10.29,10.14,1.48
600211,西藏药业,38.78,38.21,1.48
000157,中联重科,7.17,7.07,1.47
001217,华尔泰,9,8.87,1.47
002379,宏桥控股,15.07,14.85,1.47
002799,环球印务,6.23,6.14,1.47
600655,豫园股份,4.28,4.22,1.47
601026,道生天合,14.91,14.69,1.47
603323,苏农银行,4.01,3.95,1.47
000997,新大陆,16.55,16.31,1.46
002206,海利得,5.43,5.35,1.46
002221,东华能源,5.41,5.33,1.46
600477,杭萧钢构,2.37,2.34,1.46
000425,徐工机械,8.42,8.3,1.45
000796,凯撒旅业,3.91,3.85,1.45
000886,海南高速,4.2,4.14,1.45
002344,海宁皮城,3.63,3.58,1.45
600151,航天机电,11.3,11.14,1.45
600232,金鹰股份,6.45,6.36,1.45
603477,巨星农牧,15.21,14.99,1.45
603995,甬金股份,23.74,23.4,1.45
000002,万科A,3.09,3.05,1.44
002649,博彦科技,8.29,8.17,1.44
002800,天顺股份,13.51,13.32,1.44
600059,古越龙山,7.6,7.49,1.44
600567,山鹰国际,1.41,1.39,1.44
600577,精达股份,9.69,9.55,1.44
603300,海南华铁,4.66,4.59,1.44
002014,永新股份,11.07,10.91,1.43
002987,京北方,9.96,9.82,1.43
600315,上海家化,17.45,17.2,1.43
600628,新世界,5.82,5.74,1.43
600682,南京新百,5.4,5.32,1.43
600926,杭州银行,15,14.79,1.43
603507,振江股份,33.5,33.03,1.43
000688,国城矿业,35.81,35.31,1.42
600662,外服控股,4.14,4.08,1.42
600693,东百集团,8.17,8.06,1.42
601996,丰林集团,2.15,2.12,1.42
603007,顺景科技,6,5.92,1.42
603393,新天然气,22.61,22.29,1.42
001203,大中矿业,31.56,31.12,1.41
001313,粤海饲料,7.77,7.66,1.41
002096,易普力,9.08,8.95,1.41
600416,湘电股份,9.95,9.81,1.41
601212,白银有色,5.18,5.11,1.41
605128,上海沿浦,24.28,23.94,1.41
001979,招商蛇口,6.65,6.56,1.4
002176,江特电机,10.17,10.03,1.4
002385,大北农,2.9,2.86,1.4
002457,青龙管业,12.79,12.61,1.4
603708,家家悦,8.96,8.84,1.4
002160,常铝股份,3.79,3.74,1.39
002749,国光股份,8.16,8.05,1.39
002899,英派斯,23.07,22.75,1.39
600248,陕建股份,2.77,2.73,1.39
601096,宏盛华源,4.39,4.33,1.39
000718,苏宁环球,1.76,1.74,1.38
001286,陕西能源,10.57,10.43,1.38
600004,白云机场,7.51,7.41,1.38
600850,电科数字,14.96,14.76,1.38
600880,博瑞传播,3.82,3.77,1.38
603188,亚邦股份,4.11,4.05,1.38
002170,芭田股份,11.24,11.09,1.37
002674,兴业科技,29.03,28.64,1.37
000530,冰山冷热,5.36,5.29,1.36
002030,达安基因,5.22,5.15,1.36
002239,奥特佳,2.53,2.5,1.36
600098,广州发展,6.1,6.02,1.36
600426,华鲁恒升,24.88,24.55,1.36
600843,上工申贝,8.78,8.66,1.36
601326,秦港股份,3.27,3.23,1.36
603886,元祖股份,13.11,12.93,1.36
000058,深赛格,6.29,6.21,1.35
000156,华数传媒,6.48,6.39,1.35
002190,成飞集成,24.21,23.89,1.35
002419,天虹股份,4.37,4.31,1.35
002439,启明星辰,12.96,12.79,1.35
002508,老板电器,15.22,15.02,1.35
002758,浙农股份,8.09,7.98,1.35
601015,陕西黑猫,3.01,2.97,1.35
605005,合兴股份,15.95,15.74,1.35
001213,中铁特货,3.47,3.42,1.34
001396,誉帆科技,36.13,35.65,1.34
600251,冠农股份,8.92,8.8,1.34
600782,新钢股份,2.57,2.54,1.34
603199,九华旅游,32.07,31.65,1.34
000020,深华发A,11.16,11.01,1.33
600064,南京高科,7.34,7.24,1.33
601828,美凯龙,2.13,2.1,1.33
601866,中远海发,2.29,2.26,1.33
603177,德创环保,8.38,8.27,1.33
001233,海安集团,46.16,45.56,1.32
002243,力合科创,6.77,6.68,1.32
002702,海欣食品,4.61,4.55,1.32
600283,钱江水利,8.16,8.05,1.32
601788,光大证券,14.94,14.75,1.32
603122,合富中国,11.48,11.33,1.32
000895,双汇发展,23.3,23,1.31
002178,延华智能,4.48,4.42,1.31
002442,龙星科技,5.27,5.2,1.31
600653,申华控股,1.55,1.53,1.31
601798,蓝科高新,7.4,7.3,1.31
000572,海马汽车,3.89,3.84,1.3
000655,金岭矿业,6.54,6.46,1.3
002001,新和成,30,29.61,1.3
002326,永太科技,25.81,25.48,1.3
600320,振华重工,4.22,4.17,1.3
600323,瀚蓝环境,28.31,27.95,1.3
600540,新赛股份,3.44,3.4,1.3
600859,王府井,9.48,9.36,1.3
601827,三峰环境,7.49,7.39,1.3
603703,盛洋科技,11.05,10.91,1.3
000062,深圳华强,31.18,30.78,1.29
000651,格力电器,38.33,37.84,1.29
002597,金禾实业,20.6,20.34,1.29
600527,江南高纤,2.2,2.17,1.29
605196,华通线缆,26.5,26.16,1.29
002469,三维化学,5.86,5.79,1.28
002660,茂硕电源,6.66,6.58,1.28
600088,中视传媒,11.27,11.13,1.28
601077,渝农商行,6.33,6.25,1.28
605133,嵘泰股份,38.86,38.37,1.28
600654,中安科,2.72,2.69,1.27
603218,日月股份,10.34,10.21,1.27
603950,长源东谷,83.72,82.67,1.27
605077,华康股份,11.15,11.01,1.27
002714,牧原股份,36.9,36.44,1.26
601127,赛力斯,61.84,61.07,1.26
001258,立新能源,7.1,7.01,1.25
600395,盘江股份,4.7,4.64,1.25
600874,创业环保,5.51,5.44,1.25
601228,广州港,2.91,2.87,1.25
000935,四川双马,26.35,26.03,1.24
002041,登海种业,8.14,8.04,1.24
002066,瑞泰科技,21.03,20.77,1.24
002474,榕基软件,5.86,5.79,1.24
002673,西部证券,6.7,6.62,1.24
600851,海欣股份,9.15,9.04,1.24
600861,北京人力,12.6,12.45,1.24
603208,江山欧派,11.14,11,1.24
002410,广联达,8.38,8.28,1.23
600111,北方稀土,48.57,47.98,1.23
600746,江苏索普,5.44,5.37,1.23
601952,苏垦农发,7.75,7.66,1.23
603856,东宏股份,13.81,13.64,1.23
000523,红棉股份,2.65,2.62,1.22
002161,远望谷,5.62,5.55,1.22
002369,卓翼科技,5.49,5.42,1.22
002516,旷达科技,5.64,5.57,1.22
601818,光大银行,2.98,2.94,1.22
603000,人民网,15.32,15.14,1.22
001312,福恩股份,19.44,19.21,1.21
002567,唐人神,3.51,3.47,1.21
002736,国信证券,10.35,10.23,1.21
600267,海正药业,10.53,10.4,1.21
601700,风范股份,4.53,4.48,1.21
601766,中国中车,5.36,5.3,1.21
000166,申万宏源,4.56,4.51,1.2
000333,美的集团,77.96,77.03,1.2
000563,陕国投A,2.86,2.83,1.2
000862,银星能源,4.91,4.85,1.2
002858,力盛体育,11.11,10.98,1.2
600266,城建发展,4.06,4.01,1.2
600383,金地集团,2.19,2.16,1.2
600930,华电新能,4.9,4.84,1.2
000731,四川美丰,5.28,5.22,1.19
000897,津滨发展,1.7,1.68,1.19
002675,东诚药业,12.92,12.77,1.19
003038,鑫铂股份,11.38,11.25,1.19
600529,山东药玻,18.66,18.44,1.19
601007,金陵饭店,6.31,6.24,1.19
601186,中国铁建,6.12,6.05,1.19
000785,居然智家,2.05,2.03,1.18
002314,南山控股,2.06,2.04,1.18
002416,爱施德,9.09,8.98,1.18
002507,涪陵榨菜,11.17,11.04,1.18
600312,平高电气,17.69,17.48,1.18
603529,爱玛科技,20.01,19.78,1.18
000429,粤高速A,13.89,13.73,1.17
002152,广电运通,9.51,9.4,1.17
002238,天威视讯,5.54,5.48,1.17
002273,水晶光电,36.98,36.55,1.17
002555,三七互娱,19.41,19.19,1.17
600010,包钢股份,2.25,2.22,1.17
600108,亚盛集团,3.12,3.08,1.17
600820,隧道股份,5.34,5.28,1.17
601169,北京银行,5.03,4.97,1.17
601921,浙版传媒,6.9,6.82,1.17
000538,云南白药,48.86,48.3,1.16
000543,皖能电力,7.82,7.73,1.16
003040,楚天龙,10.8,10.68,1.16
600927,永安期货,12.87,12.72,1.16
601330,绿色动力,7.15,7.07,1.16
601633,长城汽车,15.37,15.19,1.16
603316,诚邦股份,21.44,21.19,1.16
603395,红四方,20.82,20.58,1.16
603607,京华激光,25.14,24.85,1.16
000037,深南电A,9.01,8.91,1.15
001300,三柏硕,11.59,11.46,1.15
002358,森源电气,5.62,5.56,1.15
603679,华体科技,20.43,20.2,1.15
000715,中兴商业,4.78,4.73,1.14
002251,步步高,3.54,3.5,1.14
002728,特一药业,9.37,9.26,1.14
002978,安宁股份,26.68,26.38,1.14
600189,泉阳泉,7.79,7.7,1.14
601816,京沪高铁,4.63,4.58,1.14
000722,湖南发展,11.85,11.72,1.13
002641,公元股份,3.95,3.91,1.13
600571,信雅达,10.01,9.9,1.13
601229,上海银行,8.92,8.82,1.13
603072,天和磁材,40.05,39.6,1.13
000420,吉林化纤,4.15,4.1,1.12
002774,快意电梯,14.39,14.23,1.12
600292,电投水电,12.48,12.34,1.12
000012,南玻A,5.1,5.04,1.11
000926,福星股份,2.01,1.99,1.11
600035,楚天高速,3.45,3.41,1.11
600155,华创云信,5.67,5.61,1.11
600469,风神股份,5.46,5.4,1.11
603262,技源集团,25.84,25.56,1.11
603312,西典新能,34.38,34,1.11
002057,中钢天源,12.53,12.39,1.1
002367,康力电梯,7.01,6.93,1.1
000712,锦龙股份,9.05,8.95,1.09
000993,闽东电力,10.16,10.05,1.09
002930,宏川智慧,9.82,9.71,1.09
600623,华谊集团,8.52,8.43,1.09
600775,南京熊猫,9.66,9.56,1.09
601128,常熟银行,5.96,5.9,1.09
000573,粤宏远A,3.57,3.53,1.08
000623,吉林敖东,18.48,18.28,1.08
002277,友阿股份,6.35,6.28,1.08
002797,第一创业,6.74,6.67,1.08
600558,大西洋,5.06,5.01,1.08
600679,上海凤凰,9.2,9.1,1.08
603299,苏盐井神,9.02,8.92,1.08
003029,吉大正元,16.26,16.09,1.07
600132,重庆啤酒,42.44,41.99,1.07
000885,城发环境,12.4,12.27,1.06
601860,紫金银行,2.49,2.46,1.06
001216,华瓷股份,14.63,14.48,1.05
003010,若羽臣,24.72,24.46,1.05
600060,海信视像,27.52,27.23,1.05
600611,大众交通,3.86,3.82,1.05
601003,柳钢股份,3.47,3.43,1.05
601616,广电电气,3.47,3.43,1.05
603288,海天味业,34.01,33.66,1.05
603383,顶点软件,27.54,27.25,1.05
000011,深物业A,6.63,6.56,1.04
002948,青岛银行,5.27,5.22,1.04
600018,上港集团,4.86,4.81,1.04
600533,栖霞建设,1.95,1.93,1.04
600908,无锡银行,5.24,5.19,1.04
601222,林洋能源,5.46,5.4,1.04
000860,顺鑫农业,10.17,10.07,1.03
600298,安琪酵母,37.12,36.74,1.03
000695,滨海能源,12.66,12.53,1.02
002140,东华科技,9.29,9.2,1.02
002662,峰璟股份,3.75,3.71,1.02
600116,三峡水利,5.72,5.66,1.02
600369,西南证券,4.15,4.11,1.02
600857,宁波中百,21.3,21.08,1.02
601699,潞安环能,14.68,14.53,1.02
601992,金隅集团,1.39,1.38,1.02
000620,盈新发展,3.6,3.56,1.01
000818,航锦科技,14.58,14.43,1.01
000980,众泰汽车,2.01,1.99,1.01
000828,东莞控股,9.68,9.58,1
000878,云南铜业,16.17,16.01,1
002534,西子洁能,17.8,17.62,1
601166,兴业银行,17.01,16.84,1
000652,泰达股份,3.46,3.43,0.99
000803,山高环能,6.94,6.87,0.99
002011,盾安环境,10.77,10.66,0.99
002045,国光电器,7.99,7.91,0.99
600604,市北高新,4.1,4.06,0.99
600792,云煤能源,3.27,3.24,0.99
600797,浙大网新,6.5,6.44,0.99
603092,德力佳,54.34,53.81,0.99
603400,华之杰,54.54,54.01,0.99
000756,新华制药,14.49,14.35,0.98
002846,英联股份,10.77,10.67,0.98
601155,新城控股,10.48,10.38,0.98
603605,珀莱雅,59.91,59.33,0.98
600900,长江电力,27.05,26.79,0.97
603308,应流股份,60.78,60.19,0.97
603499,翔港科技,13.88,13.75,0.97
000099,中信海直,14.72,14.58,0.96
000517,荣安地产,1.69,1.67,0.96
000998,隆平高科,7.75,7.68,0.96
001360,南矿集团,18,17.83,0.96
002607,中公教育,1.9,1.88,0.96
002936,郑州银行,1.69,1.67,0.96
600120,浙江东方,4.41,4.37,0.96
002127,南极电商,2.76,2.73,0.95
002608,江苏国信,7.04,6.97,0.95
600022,山东钢铁,1.27,1.26,0.95
600675,中华企业,2.12,2.1,0.95
600751,海航科技,2.96,2.93,0.95
601006,大秦铁路,4.69,4.65,0.95
603227,雪峰科技,7.19,7.12,0.95
002570,贝因美,4.08,4.04,0.94
600113,浙江东日,34.4,34.08,0.94
600313,农发种业,5.37,5.32,0.94
600325,华发股份,2.36,2.34,0.94
600600,青岛啤酒,53.38,52.88,0.94
600368,五洲交通,3.47,3.44,0.93
000088,盐田港,4.15,4.11,0.92
000761,本钢板材,2.2,2.18,0.92
002036,联创电子,7.42,7.35,0.92
002355,兴民智通,4.39,4.35,0.92
002362,汉王科技,15.55,15.41,0.92
600658,电子城,3.96,3.92,0.92
601518,吉林高速,2.85,2.82,0.92
000516,国际医学,4,3.96,0.91
002606,大连电瓷,13.48,13.36,0.91
600868,梅雁吉祥,2.65,2.63,0.91
000063,中兴通讯,36.38,36.05,0.9
002063,远光软件,5.16,5.11,0.9
002338,奥普光电,56.7,56.19,0.9
600230,沧州大化,13.67,13.55,0.9
600887,伊利股份,24.6,24.38,0.9
601028,玉龙股份,12.83,12.72,0.9
601390,中国中铁,4.28,4.24,0.9
000802,北京文化,3.61,3.58,0.89
001308,康冠科技,20.95,20.77,0.89
601528,瑞丰银行,4.53,4.49,0.89
601916,浙商银行,2.72,2.7,0.89
605168,三人行,51.19,50.74,0.89
002455,百川股份,7.56,7.49,0.88
603878,武进不锈,5.25,5.2,0.88
000602,金马集团,13.41,13.29,0.87
002340,格林美,6.69,6.63,0.87
002966,苏州银行,7.15,7.09,0.87
600019,宝钢股份,5.59,5.54,0.87
600593,大连圣亚,36.78,36.46,0.87
600755,厦门国贸,5.57,5.52,0.87
600871,石化油服,2.08,2.06,0.87
600982,宁波能源,4.88,4.84,0.87
601099,太平洋,3.47,3.44,0.87
000560,我爱我家,2.12,2.1,0.86
001322,箭牌家居,6.31,6.26,0.86
002405,四维图新,6.56,6.5,0.86
002060,广东建工,3.09,3.06,0.85
600897,厦门空港,14.9,14.77,0.85
603062,麦加芯彩,40.96,40.62,0.85
000001,平安银行,10.29,10.2,0.84
001965,招商公路,9.35,9.27,0.84
600273,嘉化能源,6.7,6.64,0.84
601236,红塔证券,6.99,6.93,0.84
601555,东吴证券,8.15,8.08,0.84
603232,格尔软件,14.91,14.79,0.84
000719,中原传媒,11.36,11.27,0.83
002969,嘉美包装,14.06,13.94,0.83
600054,黄山旅游,10.99,10.9,0.83
600621,华鑫股份,13.21,13.1,0.82
601068,中铝国际,4.4,4.36,0.82
603345,安井食品,81.2,80.54,0.82
603565,中谷物流,10.29,10.21,0.82
000709,河钢股份,1.99,1.97,0.81
603881,数据港,25.21,25.01,0.81
000507,珠海港,4.78,4.74,0.8
002350,北京科锐,13.6,13.49,0.8
002909,集泰股份,5.03,4.99,0.8
600486,扬农化工,51.81,51.4,0.8
600551,时代出版,6.78,6.73,0.8
600919,江苏银行,11.15,11.06,0.8
601898,中煤能源,12.67,12.57,0.8
001227,兰州银行,2.04,2.02,0.79
600691,潞化科技,2.3,2.28,0.79
600808,马钢股份,2.54,2.52,0.79
601878,浙商证券,9.75,9.67,0.79
605338,巴比食品,18.12,17.98,0.79
600479,千金药业,9.61,9.54,0.78
605296,神农集团,29.1,28.88,0.78
000899,赣能股份,9.96,9.88,0.77
002300,太阳电缆,6.83,6.78,0.77
600210,紫江企业,6.29,6.24,0.77
600559,老白干酒,11.48,11.39,0.77
